,AlgName,Acc,Recall,Precision,F1,Set
155,KNN,0.4611439842209073,0.5639810426540285,0.1676056338028169,0.25841476655808904,Test
156,DBSCAN,0.5,1.0,0.5,0.6666666666666666,Train
157,DBSCAN,0.16646942800788955,1.0,0.16646942800788955,0.28542441663848495,Test
158,SVM,0.9238136324417602,0.9106125970664366,0.9353066288550159,0.9227944391011629,Train
159,SVM,0.36646942800788956,0.7417061611374408,0.17292817679558012,0.28046594982078854,Test
160,IF,0.5160696008188331,0.5160696008188331,0.5160696008188331,0.5160696008188331,Train
161,IF,0.7778242677824267,0.314070351758794,0.3263707571801567,0.32010243277848915,Test
162,LOF,0.6266120777891505,0.6266120777891505,0.6266120777891505,0.6266120777891505,Train
163,LOF,0.8765690376569037,0.4296482412060301,0.7154811715481172,0.5368916797488226,Test
164,KNN,0.9559877175025588,0.9121801432958034,0.9997756338344178,0.9539713123528152,Train
165,KNN,0.3100418410041841,0.821608040201005,0.17165354330708663,0.2839774207555363,Test
166,DBSCAN,0.5,1.0,0.5,0.6666666666666666,Train
167,DBSCAN,0.16652719665271967,1.0,0.16652719665271967,0.2855093256814921,Test
168,SVM,0.8920163766632548,0.8468781985670419,0.930918091809181,0.8869117804695036,Train
169,SVM,0.3263598326359833,0.8417085427135679,0.17800212539851223,0.293859649122807,Test
170,IF,0.5195028680688336,0.5195028680688336,0.5195028680688336,0.5195028680688336,Train
171,IF,0.78222049689441,0.32634032634032634,0.33980582524271846,0.3329369797859691,Test
172,LOF,0.594263862332696,0.594263862332696,0.594263862332696,0.594263862332696,Train
173,LOF,0.8963509316770186,0.48951048951048953,0.813953488372093,0.6113537117903931,Test
174,KNN,0.9776290630975143,0.9552581261950287,1.0,0.9771171523567377,Train
175,KNN,0.41226708074534163,0.6317016317016317,0.16656422864167178,0.26361867704280156,Test
176,DBSCAN,0.5,1.0,0.5,0.6666666666666666,Train
177,DBSCAN,0.16653726708074534,1.0,0.16653726708074534,0.2855241264559068,Test
178,SVM,0.9022944550669216,0.860038240917782,0.9394319131161236,0.8979836294669594,Train
179,SVM,0.30667701863354035,0.7668997668997669,0.16327543424317617,0.2692307692307692,Test
180,IF,0.4164256795835743,0.4164256795835743,0.4164256795835743,0.4164256795835743,Train
181,IF,0.7167630057803468,0.13005780346820808,0.1355421686746988,0.13274336283185842,Test
182,LOF,0.6167341430499326,0.6167341430499326,0.6167341430499326,0.6167341430499326,Train
183,LOF,0.882466281310212,0.4479768786127168,0.7451923076923077,0.5595667870036102,Test
184,KNN,0.9559475612107191,0.9118951224214382,1.0,0.9539175153776344,Train
185,KNN,0.4633911368015414,0.6098265895953757,0.1773109243697479,0.2747395833333333,Test
186,DBSCAN,0.5,1.0,0.5,0.6666666666666666,Train
187,DBSCAN,0.16666666666666666,1.0,0.16666666666666666,0.2857142857142857,Test
188,SVM,0.9002313475997686,0.8685174474648159,0.9273363524083985,0.8969636635141861,Train
189,SVM,0.4552023121387283,0.6763005780346821,0.18675179569034317,0.2926829268292683,Test
190,IF,0.5430735247712212,0.5430735247712212,0.5430735247712212,0.5430735247712212,Train
191,IF,0.7622266401590457,0.26730310262529833,0.27791563275434245,0.2725060827250609,Test
192,LOF,0.5373934995266646,0.5373934995266646,0.5373934995266646,0.5373934995266646,Train
193,LOF,0.8687872763419483,0.40572792362768495,0.6772908366533864,0.5074626865671641,Test
194,KNN,0.9727832123698328,0.9455664247396655,1.0,0.9720217338415374,Train
195,KNN,0.4540755467196819,0.6610978520286396,0.1836870026525199,0.28749351323300465,Test
196,DBSCAN,0.5,1.0,0.5,0.6666666666666666,Train
197,DBSCAN,0.1666003976143141,1.0,0.1666003976143141,0.28561690524880706,Test
198,SVM,0.9275796781319028,0.8977595455979804,0.9546979865771812,0.9253537160513905,Train
199,SVM,0.3852882703777336,0.7756563245823389,0.18289251547552055,0.29599271402550087,Test
200,IF,0.47586325373647137,0.47586325373647137,0.47586325373647137,0.47586325373647137,Train
201,IF,0.7314614830813535,0.17494600431965443,0.18202247191011237,0.17841409691629956,Test
202,LOF,0.5785947431712765,0.5785947431712765,0.5785947431712765,0.5785947431712765,Train
203,LOF,0.8693304535637149,0.408207343412527,0.6798561151079137,0.5101214574898785,Test
204,KNN,0.9833361965298059,0.9666723930596117,1.0,0.9830538085255066,Train
205,KNN,0.4089272858171346,0.42548596112311016,0.12523839796567068,0.19351669941060903,Test
206,DBSCAN,0.5,1.0,0.5,0.6666666666666666,Train
207,DBSCAN,0.16666666666666666,1.0,0.16666666666666666,0.2857142857142857,Test
208,SVM,0.9196014430510222,0.9127297715169215,0.9254485281309877,0.9190451478982874,Train
209,SVM,0.32469402447804174,0.6609071274298056,0.1511111111111111,0.2459807073954984,Test
210,IF,0.517433501078361,0.517433501078361,0.517433501078361,0.517433501078361,Train
211,IF,0.7539315448658649,0.24166666666666667,0.2514450867052023,0.2464589235127479,Test
212,LOF,0.6223939611790079,0.6223939611790079,0.6223939611790079,0.6223939611790079,Train
213,LOF,0.8640148011100832,0.39166666666666666,0.6527777777777778,0.4895833333333333,Test
214,KNN,0.9430265995686556,0.8860531991373113,1.0,0.9395845244901848,Train
215,KNN,0.5231267345050878,0.6972222222222222,0.21398124467178176,0.3274624918460535,Test
216,DBSCAN,0.5,1.0,0.5,0.6666666666666666,Train
217,DBSCAN,0.16651248843663274,1.0,0.16651248843663274,0.2854877081681205,Test
218,SVM,0.9071710999281093,0.8882099209202013,0.9232206239491874,0.9053769350554182,Train
219,SVM,0.5587419056429233,0.8027777777777778,0.24658703071672355,0.37728459530026115,Test
220,IF,0.5261330409356725,0.5261330409356725,0.5261330409356725,0.5261330409356725,Train
221,IF,0.7563775510204082,0.25,0.259946949602122,0.2548764629388816,Test
222,LOF,0.5846125730994152,0.5846125730994152,0.5846125730994152,0.5846125730994152,Train
223,LOF,0.8643707482993197,0.39285714285714285,0.6553191489361702,0.49122807017543857,Test
224,KNN,0.9671052631578947,0.9342105263157895,1.0,0.9659863945578232,Train
225,KNN,0.4953231292517007,0.4260204081632653,0.1479185119574845,0.2195923734385273,Test
226,DBSCAN,0.5,1.0,0.5,0.6666666666666666,Train
227,DBSCAN,0.16666666666666666,1.0,0.16666666666666666,0.2857142857142857,Test
228,SVM,0.9441703216374269,0.9354897660818714,0.9520178538218337,0.9436814452944972,Train
229,SVM,0.3210034013605442,0.8010204081632653,0.171303873431533,0.28224719101123596,Test
230,IF,0.4589389534883721,0.4589389534883721,0.4589389534883721,0.4589389534883721,Train
231,IF,0.7355947955390335,0.1871508379888268,0.19420289855072465,0.1906116642958748,Test
232,LOF,0.568859011627907,0.568859011627907,0.568859011627907,0.568859011627907,Train
233,LOF,0.8726765799256505,0.41899441340782123,0.6944444444444444,0.5226480836236934,Test
234,KNN,0.9656613372093024,0.9313226744186046,1.0,0.9644402634054562,Train
235,KNN,0.38661710037174724,0.5251396648044693,0.14050822122571002,0.22169811320754718,Test
236,DBSCAN,0.5,1.0,0.5,0.6666666666666666,Train
237,DBSCAN,0.16635687732342008,1.0,0.16635687732342008,0.28525896414342633,Test
238,SVM,0.9265079941860465,0.9087936046511628,0.9421736673573178,0.9251826505132711,Train
239,SVM,0.30111524163568776,0.5977653631284916,0.13595933926302414,0.22153209109730845,Test
240,IF,0.5376429479034307,0.5376429479034307,0.5376429479034307,0.5376429479034307,Train
241,IF,0.7218458933107536,0.1450381679389313,0.15079365079365079,0.14785992217898833,Test
242,LOF,0.5500317662007624,0.5500317662007624,0.5500317662007624,0.5500317662007624,Train
243,LOF,0.9030482641828959,0.5089058524173028,0.847457627118644,0.6359300476947535,Test
244,KNN,0.9791137229987293,0.9582274459974587,1.0,0.9786681807121421,Train
245,KNN,0.45808636748518206,0.44783715012722647,0.1420500403551251,0.21568627450980393,Test
246,DBSCAN,0.5,1.0,0.5,0.6666666666666666,Train
247,DBSCAN,0.1663844199830652,1.0,0.1663844199830652,0.2852994555353902,Test
248,SVM,0.9453621346886912,0.9197903430749682,0.9693672581185135,0.9439282803585983,Train
249,SVM,0.4072819644369179,0.72264631043257,0.18031746031746032,0.2886178861788618,Test
250,IF,0.49940647787010345,0.49940647787010345,0.49940647787010345,0.49940647787010345,Train
251,IF,0.788994041359972,0.3473684210526316,0.3610503282275711,0.35407725321888406,Test
252,LOF,0.5821604205528235,0.5821604205528235,0.5821604205528235,0.5821604205528235,Train
253,LOF,0.8769716088328076,0.43157894736842106,0.7167832167832168,0.5387647831800263,Test
254,KNN,0.963964727827709,0.927929455655418,1.0,0.9626176444718092,Train
255,KNN,0.45285664213109006,0.5284210526315789,0.1580604534005038,0.24333494910324768,Test
256,DBSCAN,0.5,1.0,0.5,0.6666666666666666,Train
257,DBSCAN,0.16649141254819488,1.0,0.16649141254819488,0.2854567307692308,Test
258,SVM,0.9462438528065118,0.9211463455994574,0.9698268166398857,0.9448599756479388,Train
259,SVM,0.42446547493866105,0.6926315789473684,0.18027397260273972,0.28608695652173916,Test
260,IF,0.5086045322882944,0.5086045322882944,0.5086045322882944,0.5086045322882944,Train
261,IF,0.7613806903451726,0.26426426426426425,0.275,0.26952526799387444,Test
262,LOF,0.5808485261543704,0.5808485261543704,0.5808485261543704,0.5808485261543704,Train
263,LOF,0.8864432216108054,0.4594594594594595,0.765,0.574108818011257,Test
264,KNN,0.9736752428011586,0.9473504856023173,1.0,0.97296351386823,Train
265,KNN,0.42521260630315155,0.45345345345345345,0.13506261180679785,0.20813232253618197,Test
266,DBSCAN,0.5,1.0,0.5,0.6666666666666666,Train
267,DBSCAN,0.16658329164582292,1.0,0.16658329164582292,0.2855917667238422,Test
268,SVM,0.9237519168512524,0.9062872721076844,0.9390889830508474,0.9223966010578339,Train
269,SVM,0.3461730865432716,0.5195195195195195,0.13106060606060607,0.20931639443436179,Test
270,IF,0.49795997668544784,0.49795997668544784,0.49795997668544784,0.49795997668544784,Train
271,IF,0.7749554367201426,0.3048128342245989,0.31754874651810583,0.31105047748976805,Test
272,LOF,0.5879152904604624,0.5879152904604624,0.5879152904604624,0.5879152904604624,Train
273,LOF,0.8908199643493762,0.4732620320855615,0.7866666666666666,0.5909849749582637,Test
274,KNN,0.9817369341363902,0.9634738682727803,1.0,0.9813971897882445,Train
275,KNN,0.5868983957219251,0.4893048128342246,0.19912948857453755,0.28306264501160094,Test
276,DBSCAN,0.5,1.0,0.5,0.6666666666666666,Train
277,DBSCAN,0.16666666666666666,1.0,0.16666666666666666,0.2857142857142857,Test
278,SVM,0.9296677676316301,0.9114047017680202,0.9459568461383343,0.9283593904611122,Train
279,SVM,0.5445632798573975,0.6256684491978609,0.20967741935483872,0.31409395973154364,Test
280,IF,0.5221861471861472,0.5221861471861472,0.5221861471861472,0.5221861471861472,Train
281,IF,0.7396351575456053,0.19900497512437812,0.20725388601036268,0.20304568527918784,Test
282,LOF,0.5824314574314574,0.5824314574314574,0.5824314574314574,0.5824314574314574,Train
283,LOF,0.8557213930348259,0.3681592039800995,0.6115702479338843,0.45962732919254656,Test
284,KNN,0.9768217893217893,0.9536435786435786,1.0,0.976271812390361,Train
285,KNN,0.5029021558872305,0.7313432835820896,0.21227436823104692,0.3290430889759373,Test
286,DBSCAN,0.5,1.0,0.5,0.6666666666666666,Train
287,DBSCAN,0.16666666666666666,1.0,0.16666666666666666,0.2857142857142857,Test
288,SVM,0.9307359307359307,0.8917748917748918,0.9671361502347418,0.9279279279279279,Train
289,SVM,0.46185737976782754,0.7810945273631841,0.20603674540682415,0.3260643821391485,Test
290,IF,0.46162570888468807,0.46162570888468807,0.46162570888468807,0.46162570888468807,Train
