,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.00614046714227688,0.00016714528398336108,-0.0008020661886290874,0.0007756849839985357,0.0007517619379761689,0.0007005672169001282,0.0004901439415023788,4.316293836665379e-05,0.00038207388424259676,0.00035317076745816867,0.00035436247288346307,-0.0005481735969172683,-0.0010657311212120292,-0.00014015035016995382,0.00016800184489720976,-0.0007216939569849272,6.0221789046456305e-05,1.7339834480022268e-05,-0.0008808107226183844,6.773494931834202e-05
1,0.00016714528398336108,0.0002312693422949653,-1.714119029820889e-05,0.00011110344632346263,2.097815039497619e-05,-0.0002175140838464325,0.00010794888767096124,-2.1409095914238612e-05,-7.083154870913065e-05,7.329628480331172e-05,7.054650907270665e-05,-1.9286879460969315e-05,-0.0002059130728899037,2.428281724762774e-06,-0.00010463843114235353,0.00025407846734578314,0.00010690675691720057,-2.1329001884762407e-06,0.00020462918589385056,-4.0312036137245834e-05
2,-0.0008020661886290874,-1.7141190298208924e-05,0.006109194126072993,0.0006669310939642532,-0.0008267992740669506,-0.0006382504925381168,5.039442918265924e-05,-0.0009349363459986118,0.0001542308984126896,-0.00042177020558500363,0.00038246065380863613,6.0016978106433726e-05,4.3939379562787586e-05,4.642241328198225e-05,0.00046969223526066996,-0.00026577869086776354,-0.0005825046255244828,0.00031726723224356323,-0.00018982181045332173,-4.4372466530699226e-05
3,0.0007756849839985354,0.00011110344632346261,0.0006669310939642529,0.009763769001332813,0.0006711523975114061,-0.0009917776012651582,7.394254747651978e-05,-0.00017339111299351952,0.00014817580869836878,-0.0003610613710850065,-0.0004089999266156251,-8.106600761746521e-05,-0.0008292080369473711,-3.002571959900733e-05,0.00011433100268914993,-0.00024373905487198714,0.0008992752257766937,-0.0003395287523599345,-0.00033633959304355026,0.00012181570869791552
4,0.0007517619379761689,2.097815039497621e-05,-0.0008267992740669504,0.000671152397511406,0.0028755872179992616,-0.0004605354039640815,-0.00039276738683354624,3.193277747685851e-05,-0.00020982445248203627,-0.00046341917086960494,-2.018277112560772e-05,0.00047510745173065663,-3.861600903806739e-05,-9.160649550003205e-05,-1.0055078114918301e-05,0.0010246630323478324,-2.6268204620877388e-05,0.00011346269713355343,0.00040210010128905214,8.912422989711137e-05
5,0.0007005672169001282,-0.00021751408384643246,-0.0006382504925381169,-0.0009917776012651582,-0.0004605354039640814,0.004486168361042339,0.0005241100442997375,3.185052583270137e-05,7.305927206403522e-05,0.00045831074009712933,-0.00011856039467518459,-0.0002744537224433767,-0.0002895496451857045,-2.285054430234813e-06,6.8341346866240525e-06,-0.000852963728624198,-0.0007743771905467349,5.060788087651544e-05,0.0003937709348984192,-9.979044099399892e-05
6,0.0004901439415023788,0.00010794888767096117,5.039442918265924e-05,7.394254747651987e-05,-0.0003927673868335463,0.0005241100442997375,0.0031418514513090264,-0.00017984206487059578,1.1629132350472575e-05,-6.511002965445033e-05,-0.00014872875391568638,0.00026849238644542503,-0.00017410709269137671,-3.7039453517760864e-06,0.00023602741038394255,-7.896008010089933e-05,-0.0002442699700086376,-0.0002284383308647581,-0.00026709567871772,2.3609381148922588e-05
7,4.3162938366653916e-05,-2.1409095914238616e-05,-0.000934936345998612,-0.0001733911129935196,3.193277747685836e-05,3.185052583270143e-05,-0.0001798420648705959,0.0012498801481827665,0.00025611484633501145,-0.00021903679145696142,-7.992662900763533e-05,-2.4175938143282766e-05,-5.1860775172325954e-05,-1.7605642501038712e-05,-0.0001499649964381747,-0.00033373424493680193,0.0002305575794491739,9.36241077772794e-05,-0.0003817622786174049,0.00011283039822595871
8,0.00038207388424259687,-7.083154870913062e-05,0.00015423089841268953,0.00014817580869836886,-0.0002098244524820362,7.30592720640351e-05,1.1629132350472541e-05,0.00025611484633501145,0.0014577526994343783,-0.00024461977663780844,0.00028663453687945855,-0.00037836513232536635,-0.0002388058003687104,-6.057048873238527e-05,0.0001385578160916046,-0.0002668727177528512,-0.0003207691791266354,0.0001232564713763398,0.0003280161328044527,-4.852690747658971e-05
9,0.0003531707674581689,7.329628480331172e-05,-0.00042177020558500374,-0.00036106137108500645,-0.000463419170869605,0.00045831074009712933,-6.511002965445034e-05,-0.00021903679145696142,-0.00024461977663780854,0.0015009560996593217,-0.00017964767506121912,0.00017775391218456473,0.00019789788378436356,-6.096935395202908e-05,9.46494475858816e-05,0.00011573861774841955,-0.00037759368852972695,5.441833608453818e-05,0.00034170766350316795,1.2868347750685806e-05
10,0.00035436247288346296,7.054650907270665e-05,0.0003824606538086361,-0.00040899992661562495,-2.018277112560775e-05,-0.00011856039467518467,-0.00014872875391568627,-7.99266290076354e-05,0.0002866345368794586,-0.00017964767506121912,0.0007646906290882425,-0.00033026230546336744,-0.00018319235985489219,-3.3323774799914635e-05,-3.8895179894447855e-05,-6.015625957858386e-05,0.00018851132733554226,-6.557610865863634e-05,4.792673639543678e-05,-2.1441520818374275e-05
11,-0.000548173596917268,-1.9286879460969288e-05,6.001697810643367e-05,-8.106600761746506e-05,0.0004751074517306568,-0.00027445372244337674,0.0002684923864454249,-2.417593814328279e-05,-0.0003783651323253664,0.00017775391218456468,-0.0003302623054633674,0.003993645301999607,-0.0007388058932930985,-7.552877710439274e-05,0.00011510111366212597,-0.0003185888288604412,0.0002138103801110089,-0.00014745969680422002,-0.00017089083293739377,-7.53197800343866e-06
12,-0.0010657311212120292,-0.00020591307288990373,4.393937956278769e-05,-0.0008292080369473711,-3.8616009038067445e-05,-0.00028954964518570434,-0.00017410709269137658,-5.1860775172326015e-05,-0.0002388058003687104,0.0001978978837843636,-0.0001831923598548921,-0.0007388058932930986,0.003247750094910333,-9.33143110777259e-05,3.380757290564986e-05,-0.0005940785656189501,0.0003721935054592714,0.00028947308722464184,0.00020139518442081566,-1.995259052706666e-05
13,-0.00014015035016995387,2.428281724762772e-06,4.6422413281982235e-05,-3.0025719599007346e-05,-9.160649550003205e-05,-2.2850544302348073e-06,-3.703945351776076e-06,-1.7605642501038712e-05,-6.057048873238527e-05,-6.096935395202907e-05,-3.3323774799914635e-05,-7.552877710439276e-05,-9.33143110777259e-05,0.00010070828657935286,1.0578329653062495e-05,-0.00016683871539693442,6.134930256098869e-05,-1.4768182382056116e-05,-5.707657155181672e-05,5.148662711769755e-07
14,0.0001680018448972097,-0.00010463843114235352,0.00046969223526067,0.00011433100268914987,-1.0055078114918335e-05,6.834134686624025e-06,0.00023602741038394252,-0.0001499649964381747,0.0001385578160916047,9.46494475858816e-05,-3.889517989444785e-05,0.00011510111366212602,3.380757290564984e-05,1.0578329653062512e-05,0.000431349657029716,3.963588589516891e-05,0.00011589952919580166,7.071748725618797e-05,-3.7484212416707984e-05,5.6257106866499936e-05
