,Theo,Clean,Ano,BFTrue,BFPred,AnoNumber
0,0.0,0.0012618624332262703,0.004433428800675727,0.0014496839841991425,0.0014516768747175155,5
1,0.0,0.0015949070296229183,0.003980952898620383,0.0017232321725148578,0.0015708894778535,5
2,0.0,0.0015653320538193281,0.004318087908430749,0.0015757890138317539,0.0015773781534037213,5
3,0.0,0.0016563304825238533,0.004579243415559051,0.0018030728898017323,0.0017214728834405264,5
4,0.0,0.0016002256654724042,0.004434988692651975,0.0017199483955787865,0.0017276642745247437,5
5,0.0,0.0015908765106975391,0.00440974231392344,0.0018218674279627247,0.001589482981917487,5
6,0.0,0.001814982974953095,0.004386006591924709,0.0018350513992967468,0.0019520442050161458,5
7,0.0,0.0015596139983886839,0.004280823931303721,0.0018440255606210247,0.0016653636733957675,5
8,0.0,0.0016513301222751326,0.003674329238221191,0.001742415692352446,0.0016076730347396346,5
9,0.0,0.0017171280798583854,0.004020360399521486,0.001915014936711855,0.0019441455813111886,5
10,0.0,0.0015446754719319,0.004549118723061755,0.0015951530649644739,0.0015982024273002767,5
11,0.0,0.0015161058802586657,0.0043462283584566695,0.0015647442732355332,0.0016062275614618388,5
12,0.0,0.0015373045621802609,0.004101171704571675,0.001651090891014088,0.0015201854687385817,5
13,0.0,0.0019481917909594398,0.00405305089598094,0.0019139720692186127,0.0019035333734803582,5
14,0.0,0.0015895832087418622,0.004648329188095796,0.00194195799179759,0.0017631735314730561,5
15,0.0,0.001540012481042473,0.004102445846487711,0.0016264364666373232,0.001571055345766473,5
16,0.0,0.0017046884519712883,0.004139654406354506,0.002178414690797934,0.001983181595785581,5
17,0.0,0.0015002393548604993,0.004243803252897782,0.0016493342909766069,0.001487821390276662,5
18,0.0,0.00153044118345438,0.004281226570583048,0.001535866661047337,0.0016456449002970864,5
19,0.0,0.001596907451171332,0.00446944232645658,0.001650427475757192,0.0017511106315605419,5
20,0.0,0.0017418028216141686,0.004154352841649992,0.0017291735598150926,0.0017673614537545093,5
21,0.0,0.0012368487422084395,0.004127519631569286,0.00124193401299658,0.0013244666144814328,5
22,0.0,0.0012776915776839854,0.004355387381802509,0.0014026727644347523,0.0012615445950671354,5
23,0.0,0.0018109487184330985,0.004195899098824136,0.0018677057496149921,0.0017559059651496686,5
24,0.0,0.001700961489982174,0.004316494719883483,0.0016535901400180765,0.0016709888687939081,5
25,0.0,0.0014669809565634364,0.0034989670973676755,0.0014740314982448852,0.001508916027969905,5
26,0.0,0.001459256863668551,0.004266659344687813,0.0015255474374012328,0.00161787215032378,5
27,0.0,0.0015968414599374287,0.0044355140778313895,0.001616403075402775,0.0016187248143590776,5
28,0.0,0.0012763370512125735,0.004024173877684162,0.001386691285180658,0.0013551561104730625,5
29,0.0,0.001741451726593647,0.004191456884817993,0.001804915139021908,0.0017512165421860754,5
30,0.0,0.0013872712382016347,0.0044679537539351645,0.0017918907629841268,0.0015108066638765273,5
31,0.0,0.001380983519459035,0.003833343843544229,0.0015433968306308977,0.0014655521213485449,5
32,0.0,0.001534003277517306,0.003506199205182952,0.0015067048618314389,0.0015907151358734958,5
33,0.0,0.0016190566322359533,0.004302974027860444,0.0015951307878787353,0.0016218776483128332,5
34,0.0,0.001279525838308236,0.004702766989945504,0.0014316702834306016,0.0013127284764876382,5
35,0.0,0.0018177143152661476,0.004386772662317542,0.0019541998350497925,0.0019914166109719325,5
36,0.0,0.001397067840595028,0.004350996282856323,0.0014471767921233828,0.0017773900056872263,5
37,0.0,0.0019189730184254422,0.004253345906130781,0.0019268967711550506,0.0021279323202057668,5
38,0.0,0.0012529488448066654,0.003979345598312635,0.0013961188248080905,0.0013243564476317293,5
39,0.0,0.0015389883044886047,0.004454003621462101,0.0017234950538784681,0.001567631055297028,5
40,0.0,0.0014253489953154545,0.004499326250692651,0.001417859122784609,0.0014151211162922383,5
41,0.0,0.001596389233118439,0.003679687479622818,0.001644904786553828,0.0015948656691093307,5
42,0.0,0.0018040202296419376,0.004529214440677966,0.001957210954478268,0.0018398698836018612,5
43,0.0,0.0019344665494070395,0.004572613874052255,0.0020723690623108094,0.0021377288332190577,5
44,0.0,0.0015550742652983467,0.0036659113687600073,0.0015640676224775707,0.001579322238616295,5
45,0.0,0.001166719838817587,0.004167104840319635,0.001343134843701965,0.0012022504206389232,5
46,0.0,0.0014412271259521957,0.003988895504541696,0.001677865642475857,0.001542496086323061,5
47,0.0,0.0013730546065353988,0.0045653749986969095,0.001488739493501251,0.0013566476906301085,5
48,0.0,0.0015232571985984544,0.004009380692930404,0.0016025037220138356,0.0016095114504194547,5
