,Theo,Clean,Ano,BFTrue,BFPred
0,0.0,0.0012618624332262703,0.0043662995435019,0.001420736692934606,0.0014526548316173718
1,0.0,0.0015949070296229183,0.004284569161211549,0.001768373489333118,0.0016178324237604113
2,0.0,0.0015653320538193281,0.0042088169609690055,0.0015795574057092471,0.0016105535816516527
3,0.0,0.0016563304825238533,0.004903728868397186,0.0017766902575228054,0.0017548902386055874
4,0.0,0.0016002256654724042,0.004388561433950057,0.0016557931443462457,0.0016616855460306807
5,0.0,0.0015908765106975391,0.0043879352525302735,0.0017662293387384162,0.001681538345417227
6,0.0,0.001814982974953095,0.00404201864887498,0.0018350513992967468,0.0018277534769369616
7,0.0,0.0015596139983886839,0.004230576411602149,0.0018311109965832716,0.0016360585273044413
8,0.0,0.0016513301222751326,0.003918681169173909,0.001762856110035924,0.001703665831737796
9,0.0,0.0017171280798583854,0.0041241872801680325,0.001856742025040572,0.0019075328491967344
10,0.0,0.0015446754719319,0.004422714339471723,0.0016190941226465899,0.0016057263241416881
11,0.0,0.0015161058802586657,0.004238853347004911,0.0015647442732355332,0.0015987250496536827
12,0.0,0.0015373045621802609,0.0042000436892012955,0.001713523602213993,0.0015482733358673716
13,0.0,0.0019481917909594398,0.004037550305313348,0.0019139720692186127,0.0018873406457233352
14,0.0,0.0015895832087418622,0.004645591724284555,0.0019228994637342366,0.0018107585925913967
15,0.0,0.001540012481042473,0.004409144417865879,0.0015684435961434806,0.0015835921779191648
16,0.0,0.0017046884519712883,0.004349854334841622,0.002214236271288329,0.002078658286342417
17,0.0,0.0015002393548604993,0.004099357627832354,0.0016493872082056025,0.0014505704343852897
18,0.0,0.00153044118345438,0.004023887334553691,0.0015783422298182935,0.0015815539042300089
19,0.0,0.001596907451171332,0.004351239309945806,0.0016663308392666657,0.001753629017376578
20,0.0,0.0017418028216141686,0.003993086850608533,0.0017139298162222858,0.0017064340120522136
21,0.0,0.0012368487422084395,0.0042502773685086735,0.00124719069089722,0.0013056214377985926
22,0.0,0.0012776915776839854,0.004455584562678891,0.0014465661322000268,0.0012517226564647704
23,0.0,0.0018109487184330985,0.004101378693027293,0.0017551937283266936,0.0017630827668551742
24,0.0,0.001700961489982174,0.003946885039501714,0.0016535901400180765,0.0016109424204397544
25,0.0,0.0014669809565634364,0.003522960011768554,0.0014740314982448852,0.0014929366628083332
26,0.0,0.001459256863668551,0.0040799570945769595,0.0014715505023200949,0.0015032156993021626
27,0.0,0.0015968414599374287,0.004688917890797709,0.0015503355382319943,0.001624086298542929
28,0.0,0.0012763370512125735,0.00411864598781281,0.001386691285180658,0.0013469030732991927
29,0.0,0.001741451726593647,0.004176828350698801,0.001804915139021908,0.0017635394391955193
30,0.0,0.0013872712382016347,0.004186582405952758,0.0019717655698550034,0.0015379469761982781
31,0.0,0.001380983519459035,0.0036371058033934723,0.001485949585940103,0.0014536280431777094
